id,text,question,answer
114,（1）当日上午6:00前区气象台发布台风、暴雨红色预警信号，且在6:00仍维持的，区域内各级各类学校、幼儿园（以下统称学校）应于当日全天停课。,哪个机构发布暴雨红色预警信号？,区气象台
115,未启程上学的学生不必到学校上课；上学途中的学生应当主动采取安全避险措施；在校学生应当服从学校安排，学校应对在校学生做好安全防护措施。,学生采取了什么措施？,安全避险措施
116,（2）各校根据台风、暴雨红色预警期间的停课安排在区教育局领导下采取停课或其他保护措施。,各校采取什么措施？,停课或其他保护措施
117,当应急处置工作结束或者气象、防汛部门解除有关预警信号后，由区教育局宣布解除应急状态，各单位、学校转入常态管理；各校组织开展各项善后处理工作，恢复正常教育教学、工作和生活秩序。,气象部门解除了什么？,有关预警信号
118,党政办公室、信息中心配合区委宣传部负责组织、协助食品安全事故的信息发布和新闻宣传工作，做好网络舆论引导和舆情监管工作。,哪个机构协助食品安全事故的信息发布？,区委宣传部
119,政策法规科负责食品安全事故中现场秩序的维护，保障工作中协调少数民族学生的民族性问题，做好校园的保卫及安全工作。,政策法规科协调了什么问题？,少数民族学生的民族性问题
120,财基科负责协调学校做好食品安全事故应急保障资金及所必需的日常管理资金的筹集、保障，并对资金使用进行监督。,学校监督了什么？,对资金使用进行监督
121,各教育组按照属地管理原则，负责组织辖区学校食品安全突发事件的先期处置和应对工作。,哪个机构负责组织辖区学校食品安全突发事件的先期处置？,辖区学校
122,食品安全事故处置工作结束后，区教育局和镇教育组配合市场监管部门组织有关单位及时对食品安全事故应急处置工作进行评估，总结经验教训，分析事件原因和影响因素，提出对类似事件的防范和处置建议，完成总结评估报告。,哪个机构对食品安全事故应急处置工作进行评估？,有关单位
123,各学校、幼儿园定期开展符合本单位实际的食品安全事故相关应急预案的演练，检验提升应对能力。加强对演练效果的总结评估，优化提升应急预案。,各学校开展了什么？,食品安全事故相关应急预案的演练
124,江州市重污染天气应急指挥部发布重污染天气预警时，全区中小学、职业学校、幼儿园、托幼点（以下统称学校）的应急工作适用本预案。,江州市重污染天气应急指挥部发布了什么信息？,重污染天气预警
125,在区重污染天气应急指挥部统一领导下，区教育局成立重污染天气应急工作领导小组，负责指挥协调全区教育系统重污染天气应对工作，对处置相关应急事项进行决策，发布、解除预警，督导学校重污染天气应急管理和信息公开等工作。,哪个机构督导学校重污染天气应急管理？,重污染天气应急工作领导小组
126,区教育局应急领导小组下设办公室，办公室设在区教育局政策法规科，办公室主任由政策法规科负责人兼任。,办公室主任由谁担任？,政策法规科负责人
127,（2）学校应根据预警级别减少或停止学生、幼儿户外运动，组织学生在室内上好体育课或开展健康教育活动。,学校开展了什么活动？,健康教育活动
128,（4）非寄宿制学校应在重污染天气停课期间开展线上授课；督促家长做好重污染天气停课期间学生在家的安全管理工作；寄宿制学校要妥善安排在校学生的学习生活，科学组织教育教学活动，维护学校正常的教学和生活秩序。,哪个机构开展线上授课？,非寄宿制学校
129,（1）禁止所有大型户外集体活动。非寄宿制学校应当临时停课或调课。寄宿制学校停止户外活动。停课期间，非寄宿制学校应按照“停课不停学”的原则，通过网络、通讯等途径与家长及学生保持联系，提出可参考的合理化学习建议；教师要合理调整教学方式，灵活安排学习内容，指导学生充分利用网络平台和数字化资源开展自主学习；督促家长做好对孩子教育管理。做好因未接到停课通知到校中小学学生和到园儿童的教育管理工作。寄宿制学校要合理安排室内教育教学活动，停止学生户外运动，妥善安排在校学生的生活。,非寄宿制学校停止了什么？,停止户外活动
130,各学校应及时向师生和家长公开大气质量信息。公开内容包括主要污染物、影响范围及趋势、可能持续时间、潜在的危险程度、已采取的应急措施等。,各学校向师生和家长公开什么信息？,大气质量信息
131,破坏性自然灾害发生后，在区政府统一部署下，我系统应急管理工作领导小组和各基层单位立即启动相应级别的应急预案。,哪些机构启动相应级别的应急预案？,我系统应急管理工作领导小组||各基层单位
132,相应处置工作组接报后，立即与灾区取得联系，深入灾区及时了解灾情及受灾区单位的运转能力，并据实部署工作；处置工作组要密切配合灾区单位收集灾情数据，组织开展应急工作，并将灾情和应急情况及时报领导小组办公室，提出自然灾害趋势估计和应急工作的建议；视需要调用(组织)力量到灾区协助或具体组织开展应急救灾工作；召开紧急会议，通报灾情，布置工作；协助上级救灾指挥机构领导、指挥和组织协调我系统的应急工作。,哪个机构组织开展应急工作？,灾区单位
133,各单位在区教育系统应急指挥中心的统一指挥下，首先做好本单位的抢险救灾及自救、互救工作，同时配合相关部门做好如下工作：伤员抢救与工程抢险、医疗救护与卫生防疫、城市基础设施抢险与应急恢复、粮食食品物资供应、师生安置、维护校园治安、消防安全、次生及衍生灾害防御、灾害损失评估等。,哪个机构要做好伤员抢救与工程抢险？,相关部门
134,1.4.1统一领导，快速反应。区教育局、学校分别成立突发公共卫生事件应急处置工作领导小组，在领导小组统一领导下，与卫健委和市场监管局等部门密切配合，全面负责本区域教育系统应对突发公共卫生事件的处置工作，形成处置突发公共卫生事件的快速反应机制，确保发现、报告、指挥、处置等环节的紧密衔接，做到快速反应，正确应对，果断处置。,区教育局成立了什么？,突发公共卫生事件应急处置工作领导小组
135,1.4.2分级负责，属地管理。教育系统发生突发公共卫生事件后，应遵循属地化管理原则，区教育局和学校应在区委和区政府的统一领导下，及时采取应急响应措施，并逐级及时报告市教委。,哪个机构采取应急响应措施？,区教育局||学校
136,1.4.3预防为主，及时控制。立足于防范，抓早、抓小，区教育局和学校认真排查各类卫生安全隐患，强化信息的广泛收集，对各类可能引发突发公共卫生事件的情况及时进行分析、预警，落实各项防范措施，做好人员、技术、物资和设备的应急储备工作，做到早预防、早发现、早报告、早处理，把事件危害降低到最低程度。,区教育局排查了什么问题？,各类卫生安全隐患
137,1.4.4系统联动，群防群控。发生突发公共卫生事件后，学校（幼儿园）负责人要立即深入第一线，掌握情况，开展工作，控制局面。区教育局保健所、教育综合服务中心要及时与学校联系，协助并指导应急处置工作；或赶赴现场直接参与实施应急处理。学校和教育局要迅速与卫生、市场监管等部门联系，形成各级各部门系统联动，群防群控的有效处置工作格局。,哪个机构指导应急处置工作？,区教育局保健所||教育综合服务中心
138,学校传染病类、学校食品安全类突发公共卫生事件工作组办公室设在教育综合服务中心，办公室主任由该中心主要负责人兼任。,教育综合服务中心主要负责人担任了什么职位？,办公室主任
139,学校成立由主要领导负责的突发公共卫生事件应急处置工作领导小组，具体负责落实学校突发公共卫生事件应急处置工作。,突发公共卫生事件应急处置工作领导小组负责落实什么工作？,学校突发公共卫生事件应急处置
140,江州海关及各隶属海关应急指挥部应当不断完善通信通讯保障机制，利用视频监控、无线通讯等手段确保在任何情况下，上下级应急指挥部之间至少有一种通讯方式畅通。,江州海关及各隶属海关应急指挥部完善了什么措施？,通信通讯保障机制
141,江州海关及各隶属海关应结合本关区实际情况及面临形势，定期组织开展现场关员反恐技能培训和实操演练，提高关员防范恐怖袭击的意识，增强应对恐怖袭击事件的处置能力，切实提升应急工作水平。,哪个机构开展现场关员反恐技能培训？,江州海关及各隶属海关
142,江州海关及各隶属海关应当为反恐基础建设、设备设施配备、培训演练等提供经费支持，并保障应急工作所需经费。,江州海关及各隶属海关提供了什么？,经费支持
143,各隶属海关应根据形势变化和实际需要，及时修订和更新本级相关应急预案，并报行邮处备案。,各隶属海关修订什么方案？,本级相关应急预案
144,2.1.3.1办公室：接报突发事件情报，协调应急指挥系统运行，承办应急指令下达，组织应急工作总结、通报，组织、指导新闻发布和舆情监测，承担突发事件中涉及对外部门事务的联系和协调等。,哪个机构协调应急指挥系统？,办公室
145,2.1.3.5监管处：负责组织、实施、协调发生在海关货运口岸监管作业现场突发事件的具体应急处置工作。,监管处协调什么工作？,发生在海关货运口岸监管作业现场突发事件的具体应急处置工作
146,2.1.3.6缉私局：负责提供预警性情报，协助有关部门开展突发事件的侦查和调查工作等。,哪个机构提供预警性情报？,缉私局
147,2.1.3.10风控分局：负责根据业务职能部门提出的突发事件处置需求，调整布控规则、统一下达风险作业指令和风险预警；收集防控信息。,哪个机构调整布控规则？,风控分局
148,应急工作组，主要负责参与事发地海关组织开展的突发事件应急处置工作，跨关区应急队伍的现场指挥和调度，向应急指挥部及时报告现场有关情况，承办突发事件应急指挥部交办的其他工作。,应急工作组参与什么工作？,事发地海关组织开展的突发事件应急处置工作
149,（1）综合协调组：负责起草重要报告、综合类文件；根据应急指挥部和其他应急工作组的要求，统一向海关总署和其他相关部门报送应急工作的信息和文件；承办应急指挥部交办的其他工作。【监管处牵头】,哪个机构起草重要报告？,综合协调组
150,（3）新闻发布组：负责突发事件应急处置的舆情监测、引导和新闻发布，按照相关规定适时组织起草、报审新闻稿件，并及时向新闻媒体和公众发布，引导舆论。【办公室牵头】,哪个机构负责对突发事件应急处置的舆情监测？,新闻发布组
151,突发事件发生后，事发地海关在向上级海关单位报告的同时，要根据职责和规定的权限启动相关应急处置预案或工作制度，及时、有效地进行处置，控制事态。要立即组织本单位应急救援队伍和工作人员营救受害人员，疏散、撤离、安置受到威胁人员；隔离危险源，标明危险区域，封锁危险场所，加强机要信息等重点、敏感场所和设备的安全保护；必要时寻求地方公安部门等专业救援处置力量的支持，以及采取其它防止危害扩大的必要措施。在向应急办公室和江州海关总值班室报告的同时，本级应急指挥部视突发事件危急程度和特点，可派出现场指挥员靠前指挥，同时报地方应急管理部门。,哪个机构启动相关应急处置预案？,事发地海关
152,（1）发现火情，现场值班人员应立即切断电源，根据火情，在组织自行灭火的同时，立即通知消防部门灭火。,现场值班人员组织什么工作？,灭火
153,本预案突发事件应急处置工作结束，或相关威胁和危害得到控制、消除后，应急指挥部可终止应急处置工作，或逐步停止有关应急处置措施。应急结束后，应急指挥部召集有关单位对处置工作进行全面总结，积累经验，发现问题，提出改进措施，补充完善预案。,哪个机构终止应急处置工作？,应急指挥部
154,（2）突发事件的信息发布需由海关负责发布的，应按照海关对外宣传和政务公开纪律，由办公室研究制订信息公开和对外宣传口径，报关领导批准后统一对社会发布。社会影响大、情况严重的突发事件，对外发布形式和口径需报海关总署审批。,哪个机构发布突发事件的信息？,海关
155,（3）如有需要，经关领导同意，由办公室组织召开新闻发布会，主动组织新闻记者采访，引导正确舆论导向。,办公室组织什么工作？,新闻记者采访
156,（1）各隶属海关主要负责人为本部门货运口岸监管作业现场突发事件应急工作第一责任人，相关监管部门主要负责人为货运口岸监管作业现场突发事件应急工作联系人；,各隶属海关主要负责人担任什么职务？,本部门货运口岸监管作业现场突发事件应急工作第一责任人
157,（2）各隶属海关应建立应急预备队，并可根据关区实际需要，组建各类专职或兼职应急救援队伍。,哪个机构建立应急预备队？,各隶属海关
158,（3）各隶属海关应建立与处置以上突发事件有关的政府部门、机构、专家、设备供应商等的联系渠道，建立社会化应急联络保障机制。,各隶属海关建立什么机制？,社会化应急联络保障机制
159,财务处和后勤中心根据实际应急需要确定、落实资金、物资及通勤保障，应急指挥部负责监督应急物资与资金储备情况。科学合理确定物资储备的种类、方式和数量，同时加强对应急物资的采购、储备、管理等环节的监督检查。,应急指挥部负责什么工作？,监督应急物资与资金储备情况
160,各隶属海关应当建立应急演练制度，制定每年的演练计划，根据实际情况采取实战演练、桌面推演等方式，组织开展人员广泛参与、处置联动性强、形式多样、节约高效的应急演练，以检验、改善和强化应急响应和应急处置的能力。应至少每年进行一次应急演练。,各隶属海关制定什么计划？,每年的演练计划
161,根据海关总署相关应急预案的统一部署，将海关口岸监管环节恐怖袭击事件应急组织指挥体系分为三级，由海关总署、直属海关和隶属海关构成。,海关总署是哪个机构的成员？,海关口岸监管环节恐怖袭击事件应急组织指挥体系
162,江州海关成立本级货运口岸监管环节恐怖袭击事件应急指挥部（以下简称“货运口岸应急指挥部”），按照海关总署的部署组织开展工作，统筹协调和指挥本级海关管辖范围内货运口岸监管环节的恐怖袭击事件应急工作，并指导相关隶属海关开展工作。,江州海关成立什么机构？,本级货运口岸监管环节恐怖袭击事件应急指挥部
163,1．办公室。负责与海关总署办公厅保持密切联系，配合海关总署办公厅做好恐怖袭击事件的新闻发布和舆情监测等，组织实施江州海关总体应急工作。,办公室实施什么工作？,江州海关总体应急工作
164,4．卫生处。负责指导现场海关配合专业力量完成应对恐怖袭击的相关疫情信息监测与分析评估、疫情防控与卫生处理工作。,哪个机构负责卫生处理？,卫生处
165,5．动植处。负责受恐怖袭击事件影响的出入境动植物及其产品的相关信息收集、善后处置、调查评估等工作。,哪个机构负责调查评估？,动植处
166,8．监管处。负责江州海关货运口岸监管环节应急指挥部具体工作，组织开展恐怖袭击事件预警分析，接受海关总署应急指令，沟通协调系统内外相关部门，事后组织进行工作总结，以及本预案的统筹管理和培训演练部署。,监管处开展什么工作？,恐怖袭击事件预警分析
167,9．缉私局。负责收集恐怖袭击事件情报，协助有关部门开展恐怖袭击事件的侦查和调查工作等，配合实施现场管制措施。,缉私局实施什么措施？,现场管制措施
168,江州海关及各隶属海关要针对各种可能发生的恐怖袭击事件，组织开展预警工作，密切关注国内外特别是属地涉恐事件的信息和动态，跟踪和掌握恐怖袭击事件发展动向。预警信息来源主要包括：,哪个机构开展预警工作？,江州海关||各隶属海关
169,恐怖袭击事件发生后，事发地海关在向上级海关报告恐怖袭击事件的同时，由本级应急指挥部启动应急预案。,哪个机构启动应急预案？,本级应急指挥部
170,4．发生砍杀冲撞类恐怖袭击事件。为防止事态蔓延，海关关员应充分利用现场反恐防暴、消防等设备设施开展人员互助与自救，协助组织力量抢救伤员送医，及时疏散人群，有序撤离，协助维护现场秩序。,哪个机构协助维护现场秩序？,海关关员
171,江州海关及各隶属海关应及时总结恐怖袭击事件的经验教训，完善相关应急预案及工作措施。,江州海关完善什么方案？,相关应急预案
172,江州海关及各隶属海关应健全交通应急疏导机制，合理规划遭遇恐怖袭击事件后的人员疏散路线图和应急通道，予以标识或提示，并做好所需应急交通运输工具的保障工作。,各隶属海关健全什么机制？,交通应急疏导机制
173,各隶属海关应依照海关总署相关预案和本预案，制定本级海关货运口岸监管环节恐怖袭击事件应急预案，报监管处备案。,各隶属海关制定什么方案？,本级海关货运口岸监管环节恐怖袭击事件应急预案
174,根据应急工作需要，可设立综合协调、业务处置、舆情应对、后勤保障等应急工作组，具体应急工作组由食品处牵头各相关处室，承担江州海关指挥部布置的各项工作。,应急工作组承担什么工作？,江州海关指挥部布置的各项工作
175,江州海关指挥部负责贯彻落实总署食品安全专项指挥部关于突发事件处置的有关指示和要求；统一领导江州海关突发事件的应急处置工作，发布指挥调度命令，确定突发事件处置的各项重大决策，指导和监督检查各隶属海关指挥部做好突发事件应急处置工作；负责组织、协调、开展应急处置行动，制定评估、预防、应对、处置事件发生的措施与方案；调整、终止相应的应急响应和处置行动；按照总署授权发布相关信息、新闻、公告，及时向总署食品安全专项指挥部报告应急工作情况；负责与海关外部相关部门和相关地方人民政府的沟通协调配合；必要时，派出现场工作组到现场指导有关工作；制定其他必要的应急处置行动方案并组织实施。,哪个机构领导江州海关突发事件的应急处置工作？,江州海关指挥部
176,（1）食品处：承担江州海关指挥部办公室的职能，负责牵头协调以及组织进出口食品安全突发事件的应对工作。,食品处承担什么职责？,江州海关指挥部办公室的职能
177,（10）后勤中心：负责协助机关办公区域突发事件的处置工作；负责协助应急物资供应和生活保障等。,哪个机构负责协助应急物资供应和生活保障？,后勤中心
178,（2）业务处置组：处理应急期间业务指导和业务协调工作，及时全面地掌握各项业务在应急工作中的开展情况；会同有关部门调查进出口食品安全突发事件的发生原因，评估事故影响，尽快查明原因，作出调查结论，提出应对意见，预防影响扩大。,哪个机构掌握各项业务在应急工作中的开展情况？,业务处置组
179,（3）舆情应对组：负责突发事件应急处置的舆情监测、引导和新闻发布，按照相关规定适时组织起草、报审新闻稿件，并及时向新闻媒体和公众发布，引导舆论。,哪个机构负责突发事件应急处置的舆情监测？,舆情应对组
180,（4）后勤保障组：负责应急物资的采购与安排调配工作；负责应急处置期间的后勤保障等。,后勤保障组负责什么工作？,应急处置期间的后勤保障
181,隶属海关应当成立突发事件应急指挥部，由隶属海关主要领导负责，有关部门的负责人参加。,隶属海关成立什么机构？,突发事件应急指挥部
182,成立江州市靖林区重大道路交通事故应急总指挥部（以下简称总指挥部），办公室设在区人民政府应急管理办公室，统一领导指挥靖林区重大道路交通事故的应急处置工作。总指挥部总指挥由区人民政府分管公安工作的副区长担任，公安分局分管副局长和区政府办协调副主任任副总指挥。,区人民政府分管公安工作的副区长担任什么职务？,总指挥部总指挥
183,总指挥部下设分指挥部办公室，办公室设在公安分局联合作战指挥中心。办公室主任由公安分局分管副局长担任。指挥部办公室主要负责事故接报、上报，协调有关部门参与指挥、救援，组织开展事故调查；组织修订区重大道路交通事故应急预案，并组织宣传教育和应急演练等工作；负责专家组的建设管理工作；承办总指挥部交办的其他工作。,总指挥部下设什么机构？,分指挥部办公室
184,区委宣传部：负责发布事故信息，及时引导舆论；协调相关新闻单位做好对外宣传工作，指导网信办做好网上舆情监控与引导。,区委宣传部负责什么工作？,发布事故信息
185,区公安分局：负责承担分指挥部办公室工作，组织交管、治安等部门和有关功能区、街镇、公安分局进行现场及周边治安秩序维护，禁止无关人员及车辆进入警戒区域，为应急人员及车辆开辟“绿色通道”；加强社会面巡逻防控和网上舆情监控，严厉打击造谣惑众、恶意传播有害信息、故意制造混乱等违法犯罪活动以及安全警戒。,区公安分局承担什么工作？,分指挥部办公室工作
186,区公安分局交警支队：开展事故现场勘查、取证，事故原因调查分析，事故现场及周边交通管制、疏导，保障应急通道畅通以及对应急救援车辆实施引导工作。,哪个机构开展事故现场勘查？,区公安分局交警支队
187,区消防支队：负责组织应急救援队伍赶赴现场承担救援应急处置工作；负责交通事故现场的人员搜救及灭火等救援工作，破拆变形事故车辆，在特定情况下协助有关单位和其他专业队伍排除载运易燃、易爆、剧毒、腐蚀性等危险化学品车辆因事故造成的险情。,应急救援队伍承担什么工作？,救援应急处置
188,区司法局：负责根据有关法律规定，向事故当事人提供必要的法律援助，组织事故损害赔偿人民调解工作。,区司法局组织什么工作？,事故损害赔偿人民调解工作
189,区交通局：负责事故应急救援工作中的道路交通保障工作，组织协调有关单位提供运输车辆，及时转运事故现场人员及物资；参与营运客车重特大道路交通事故和危险化学品运输车辆事故的调查处理工作；负责协助公安部门组织调用施救工程设备，配合公安部门对事故现场道路实施管制、疏导和保护；及时修复损坏道路，保证道路畅通；开辟快捷通道，保障抢救车辆和物资运输车辆通行；对运输企业和经营业主进行整顿，在驾驶员培训中开展道路交通安全教育和应急知识培训；事故涉及的道路桥梁抢修及保通工作及时整改道路危险点段。,区交通局负责什么工作？,事故应急救援工作中的道路交通保障工作
190,区卫计委：负责组织交通事故中受伤人员的现场医疗救治、转运、院内救治和现场卫生防疫等工作，及时向总指挥部报告伤员数量及医疗救治情况，确保“生命通道”畅通无阻。,哪个机构组织交通事故中受伤人员的现场医疗救治？,区卫计委
191,区供电公司：负责交通事故现场供电公司所属产权的电力设施抢修，排除电力设施安全隐患，为抢险提供电力保障。,哪个机构负责排除电力设施安全隐患？,区供电公司
192,与事发企业相关的保险机构根据有关规定和程序及时开展理赔工作；区民政局做好伤亡人员的善后处置工作；发生事件的公共汽车企业配合相关单位做好事故伤亡人员家属的安抚和赔偿工作。,由哪个机构做好伤亡人员的善后处置工作？,区民政局
193,区指挥部办公室和公共汽车企业应加强安全知识宣传工作，及时向公众宣传城市公共汽车安全及应急的基本知识，新闻、出版、教育等部门应为公共汽车安全知识宣传提供便利。,区指挥部办公室向公众宣传什么知识？,城市公共汽车安全及应急的基本知识
194,区指挥部办公室、公共汽车企业制定具体的公共汽车运营突发事件应急演练计划，根据区指挥部的安排，定期组织应急演练。,由哪个机构制定具体的公共汽车运营突发事件应急演练计划？,区指挥部办公室||公共汽车企业
195,8.2.2 各镇乡人民政府、各成员单位按照本预案确定的职责，制定本镇乡、本单位公共汽车运营突发事件应急预案，并报区指挥部办公室备案。公共汽车企业根据本预案编制本单位的公共汽车运营突发事件应急预案。,公共汽车企业需编制什么预案？,公共汽车运营突发事件应急预案
196,在区政府统一领导、区安委会组织协调下，各委办局、企事业单位按照各自职责和权限，负责有关安全生产事故应急管理和应急处置工作。事故处置按照“就地、就近、快速、有效”的原则，实行行政领导负责制，同时充分发挥企业的自救作用。,哪个机构接受区政府领导？,各委办局||企事业单位
197,琅琊区安全生产应急指挥部作为我区安全生产事故应急管理的最高领导机构，总指挥由区安委会主任（区长：袁家健）担任，安委会副主任（安监局长：于学民）任副总指挥。安全生产应急指挥部组成人员由区安委会领导成员、安监局、公安琅琊分局、消防琅琊支队、交管琅琊支队、卫生局、环保局、经贸委、质监局、财政局、建委及相关委办局和区政府公共突发事件应急领导机构的负责同志组成。区安全生产指挥部下设安全生产应急救援指挥办公室（即区安委会办公室：于学民），具体承担安全生产事故应急管理工作。,我区安全生产事故应急管理的最高领导机构是哪个机构？,琅琊区安全生产应急指挥部
198,按照应急预案规定，履行安全生产应急综合监督管理的行政职能，负责全区工业商贸、危险化学品等行业的安全事故应急救援、日常监督管理和协调工作；统一规划全区安全生产应急救援力量和资源。配合上级安全生产应急救援指挥中心组织、指挥、协调重特大安全生产事故应急救援工作、实施跨区域应急增援。,安全生产应急救援指挥中心组织哪项工作？,重特大安全生产事故应急救援工作
199,（1）危化品事故处置组：由区安全生产监督管理局负责制定、评估危险化学品事故应急处置指导方案；在发生特大、特别重大生产安全事故时，负责现场危化品事故应急处置的技术支持。,由哪个机构负责制定危险化学品事故应急处置指导方案？,区安全生产监督管理局
200,（2）建筑工程：区建委负责制定建筑工程特大事故的处置预案及救援技术处置措施、方法，并参与现场事故应急处置工作。,由哪个机构负责制定建筑工程特大事故的处置预案？,区建委
201,一旦发生安全生产事故，事故单位负责人必须立即报告当地区政府、区安监和行业主管部门，并根据事态发展随时续报和详报。当地政府及有关部门应当逐级上报事故情况，并应最迟在2小时内报告市安全生产应急救援指挥中心；爆炸、群死群伤等重大、紧急情况要立即上报市安全生产应急救援指挥中心。报特大事故采取先口头报告，再以书面材料及时补报的形式。（区安监局应急联系电话：86516166）。,事故单位负责人需向谁作报告？,当地区政府||区安监||行业主管部门
202,（2）医疗救护组：由区卫生局负责，开设现场救护所，负责受伤、中毒人员的救治，并指定相关医疗机构保证救护药品和救护器材的供应。,由哪个机构开设现场救护所？,区卫生局
203,专家组的职责为指挥部应急指挥决策提供建议；研究危险化学品、特种设备、建筑施工处置方案和应急救援科学技术；参加安全生产事故的应急处置工作。,专家组要参加哪项工作？,安全生产事故的应急处置工作
204,（7）综合协调组：由区安监局负责，协调以上各组及时向区安全生产应急指挥部和区委、区政府报告事故抢险救援进展情况落实区委、区政府领导同志关于事故抢险救援的指示和批示。通知区政府应急办采取预警行动。,区安监局要向哪个机构报告？,区安全生产应急指挥部||区委||区政府
205,事故发生后，现场指挥部应根据事故所涉及的范围建立警戒区，并在通往事故现场的道路上实行交通管制。警戒区域的边界应设警示标志并实行专人警戒，除消防及应急处置人员外，其他人员禁止进入警戒区。,由哪个机构建立警戒区？,现场指挥部
206,受灾区域内被围困人员由公安部门负责搜救；警戒区域内无关人员由事故单位配合公安部门实施紧急疏散。,受灾区域内被围困人员由哪个机构负责搜救？,公安部门
207,当事故可能危及周边地区较大范围人员安全时，指挥长应综合专家组及有关部门的意见，及时向应急救援专业小组提出实施人员紧急疏散的建议，建议应当明确疏散的范围、时间与方向。,由谁提出实施人员紧急疏散的建议？,指挥长
208,区安全生产应急救援办公室及时、准确地向区政府应急办公室提供事故救援信息，区政府应急办向社会统一发布。,区安全生产应急救援办公室提供什么信息？,事故救援信息
209,安全生产事故应急救援工作结束后，现场应急救援指挥部、事故单位分别就应急救援职责履行情况和预案的科学性、可操作性进行总结评估，提出改进应急救援工作的建议，报市安全生产应急救援指挥中心，存入事故应急管理档案,由哪个机构对应急救援职责履行情况进行总结评估？,现场应急救援指挥部||事故单位
210,（3）根据实际情况和需要，分期对上述专业应急救援队伍及高危企业专业队伍有计划的补充更新应急救援装备，由区安全生产应急救援办公室负责特种救援装备配备计划的制定、报送。,由哪个机构负责特种救援装备配备计划的制定？,区安全生产应急救援办公室
211,区安全生产应急办公室定期组织综合性应急处置演练。各职能部门组织相应的专项应急演练，明确演练的课题、队伍、内容、范围、组织、评估和总结等。演练要从实战角度出发，切实提高应急救援能力，深入发动和依靠市民群众，普及避险、避灾、自救、互救知识和技能。,区安全生产应急办公室定期组织什么？,综合性应急处置演练
212,区粮食应急工作指挥部下设办公室，负责日常管理工作。办公室设在区发展改革委，由区发展改革委主任兼任办公室主任。指挥部成员单位根据各自职责派员参与相关工作。主要职责：,区粮食应急工作指挥部下设什么机构？,办公室
213,1.区发展改革委、区粮食局负责粮食应急工作的指挥和综合协调工作。区发展改革委、区粮食局、区物价局负责加强对粮油市场价格的监测及分析；监督检查粮食市场生产经营批发零售企业执行价格政策情况；依法打击价格违法行为；“专线电话实行24小时值守。,由哪个机构负责加强对粮油市场价格的监测及分析？,区发展改革委||区粮食局||区物价局
214,2.区粮食局负责组织粮食安全专项应急演练和培训；提出动用区级储备粮的建议；负责组织应急粮食的加工和供应；负责粮源调拨的落实；负责提出应急粮源所需的贷款、费用等方面的意见。,哪个机构负责组织粮食安全专项应急演练？,区粮食局
215,8.区工商局负责对粮食市场交易秩序的监督管理，依法查处扰乱市场秩序和违法交易行为。,哪个单位负责对粮食市场交易秩序的监督管理？,区工商局
216,9.区食药监局按法定监管职责分工，负责对粮食加工环节进行监管，严肃查处以假充真、以次充好、掺杂使假等违法行为。,哪个机构负责对粮食加工环节进行监管？,区食药监局
217,11.区文广电局会同区发展改革委制订区粮食应急新闻发布预案，负责组织发布相关新闻，正确引导舆论。,哪个机构负责组织发布相关新闻？,区文广电局
218,1.Ⅰ级响应。发生重大、特别重大应急状态时，启动粮食应急Ⅰ级响应。响应措施为：区政府分管副区长为总指挥，区发展改革委主任为副总指挥。按照区委、区政府的统一部署，区粮食应急工作指挥部组织协调各成员单位按照职责开展应急处置各项工作。由国家和市统一领导的粮食应急事件，区粮食应急工作指挥部按照要求做好有关工作，重要情况及时向区人民政府和市粮食局报告。,由谁担任总指挥？,区政府分管副区长
219,2.Ⅱ级响应。发生一般、较大应急状态时，启动粮食应急Ⅱ级响应。响应措施为：区粮食应急工作指挥部副总指挥牵头，组织协调有关成员单位，按照本地粮食应急预案开展应急处置工作，超出自身处置能力时，接受市粮食应急工作指挥部的统一指挥。,由谁协调有关成员单位？,区粮食应急工作指挥部副总指挥
220,1.区粮食应急工作指挥部要随时掌握粮食应急状态发展情况，并迅速采取应对措施，做好粮食调配、加工和供应工作，确保应急粮食及时到位。,区粮食应急工作指挥部要随时掌握什么情况？,粮食应急状态发展情况
221,2.应急粮食的调配由区粮食应急工作指挥部办公室负责，其品种、数量在《长凌区粮食应急调拨令》上注明，加盖“江州市长凌区发展和改革委员会”公章。,应急粮食的调配由哪个机构负责？,区粮食应急工作指挥部办公室
222,区粮食应急工作指挥部办公室对应急处置和应急演练的效果进行评估和总结，进一步修改和完善粮食应急预案。,由哪个机构完善粮食应急预案？,区粮食应急工作指挥部办公室
223,3.按照《粮食流通管理条例》的要求，粮食行政管理部门要加强对粮食经营企业库存粮食的数量、质量的监督检查，增强对粮食市场异常波动的防范意识和应对能力。,粮食行政管理部门要增强什么意识？,对粮食市场异常波动的防范意识
224,加强粮食应急加工能力。我区应急加工面粉的任务，由区粮食中心指定的定点应急粮食加工企业承担。,我区应急加工面粉的任务由哪个单位承担？,区粮食中心指定的定点应急粮食加工企业
225,区公安交管部门负责建立粮食应急救援“绿色通道”，确保持有江州市应急粮食通行证、靖林区应急粮食通行证运输车辆的畅通。江州市应急粮食通行证由市粮食局、市公安交管局联合颁发，靖林区应急粮食通行证由区粮食中心、区公安交管部门联合颁发。,哪个机构负责建立粮食应急救援“绿色通道”？,区公安交管部门
